,Authors,Title,Subtitle,Publisher,Date Published,Description,ISBN-10,ISBN-13,Page Count,Print Type,Genres,Average Rating,Ratings Count,Image Link,Language,Preview Link,Sale Country,Saleability,E-Book,Summary
38,['Daniel Keyes'],Flowers for Algernon,,Houghton Mifflin Harcourt,2004,Oscar-winning film Charly starring Cliff Robertson and Claire Bloom-a mentally challenged man receives an operation that turns him into a genius...and introduces him to heartache.,9780156030083,9780156030083,311.0,BOOK,['Fiction'],4.0,179.0,http://books.google.com/books/content?id=6P_jN6zUuMcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=6P_jN6zUuMcC&printsec=frontcover&dq=isbn:9780156030083&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"WINNER OF THE HUGO AWARD AND THE NEBULA AWARD The classic novel that inspired the Academy Award-winning movie Charly Daniel Keyes, the author of eight books, was born in Brooklyn, New York, and received his B.A. and M.A. degrees from ..."
39,['Douglas Adams'],Long Dark Tea-Time of the Soul,,Simon and Schuster,1990,"When a passenger check-in desk shoots through the roof of a terminal at Heathrow Airport in flames, Dirk Gently investigates the cosmic forces at play",9780671742515,9780671742515,307.0,BOOK,['Fiction'],4.0,8.0,http://books.google.com/books/content?id=h7pjdEPBeGUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=h7pjdEPBeGUC&printsec=frontcover&dq=isbn:9780671742515&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"When a passenger check-in desk shoots through the roof of a terminal at Heathrow Airport in flames, Dirk Gently investigates the cosmic forces at play"
40,['Orson Scott Card'],Pastwatch,The Redemption of Christopher Columbus,Tor Science Fiction,1997-02-15,"In one of the most powerful and thought-provoking novels of his remarkable career, Orson Scott Card interweaves a compelling portrait of Christopher Columbus with the story of a future scientist who believes she can alter human history from a tragedy of bloodshed and brutality to a world filled with hope and healing.",0812508645,9780812508642,416.0,BOOK,['Fiction'],4.0,30.0,http://books.google.com/books/content?id=PH7QmAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=PH7QmAEACAAJ&dq=isbn:9780812508642&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"In one of the most powerful and thought-provoking novels of his remarkable career, Orson Scott Card&#39;s Pastwatch interweaves a compelling portrait of Christopher Columbus with the story of a future scientist who believes she can alter human ..."
41,['Orson Scott Card'],Seventh Son,The Tales of Alvin Maker,Tor Fantasy,1993-06-15,"American Library Association ""Best Books for Young Adults"" From the author of Ender's Game, an unforgettable story about young Alvin Maker: the seventh son of a seventh son. Born into an alternative frontier America where life is hard and folk magic is real, Alvin is gifted with the power. He must learn to use his gift wisely. But dark forces are arrayed against Alvin, and only a young girl with second sight can protect him. Includes an excerpt of Orson Scott Card's new novel, THE LOST GATE! The Tales of Alvin Maker series Seventh Son Red Prophet Prentice Alvin Alvin Journeyman Heartfire The Crystal City",0812533054,9780812533057,256.0,BOOK,['Fiction'],3.5,30.0,http://books.google.com/books/content?id=tNYTmAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=tNYTmAEACAAJ&dq=isbn:9780812533057&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"A tribute to the art of storytelling, this is highly recommended.&quot; —Library Journal &quot;This beguiling book recalls Robert Penn Warren in its robust blend of folktale, history, parable, personal testimony, and pioneer narrative.&quot; ..."
42,['Orson Scott Card'],Children of the Mind,,Turtleback Books,1997,"In the conclusion of the Ender saga, Ender Wiggin confronts his ultimate challenge when his adopted world, Lusitania, is threatened by his old planet-destroying weapon, and his ally, Jane, is about to be killed off by the Starways Congress",UOM:49015003059152,9780812522396,370.0,BOOK,['Fiction'],3.0,11.0,http://books.google.com/books/content?id=guUOAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=guUOAQAAMAAJ&dq=isbn:9780812522396&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"In the conclusion of the Ender saga, Ender Wiggin confronts his ultimate challenge when his adopted world, Lusitania, is threatened by his old planet-destroying weapon, and his ally, Jane, is about to be killed off by the Starways Congress"
43,['Orson Scott Card'],Xenocide,Volume Three of the Ender Quintet,Tor Books,1992-08-15,"The war for survival of the planet Lusitania will be fought in the heart of a child named Gloriously Bright. On Lusitania, Ender found a world where humans and pequininos and the Hive Queen could all live together; where three very different intelligent species could find common ground at last. Or so he thought. Lusitania also harbors the descolada, a virus that kills all humans it infects, but which the pequininos require in order to become adults. The Startways Congress so fears the effects of the descolada, should it escape from Lusitania, that they have ordered the destruction of the entire planet, and all who live there. The Fleet is on its way, a second xenocide seems inevitable. Xenocide is the third novel in Orson Scott Card's Ender Quintet. THE ENDER UNIVERSE Ender series Ender’s Game / Ender in Exile / Speaker for the Dead / Xenocide / Children of the Mind Ender’s Shadow series Ender’s Shadow / Shadow of the Hegemon / Shadow Puppets / Shadow of the Giant / Shadows in Flight Children of the Fleet The First Formic War (with Aaron Johnston) Earth Unaware / Earth Afire / Earth Awakens The Second Formic War (with Aaron Johnston) The Swarm /The Hive Ender novellas A War of Gifts /First Meetings",0812509250,9780812509250,608.0,BOOK,['Fiction'],4.0,1.0,,en,http://books.google.ca/books?id=K__yzAEACAAJ&dq=isbn:9780812509250&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"The Fleet is on its way, a second xenocide seems inevitable. Xenocide is the third novel in Orson Scott Card&#39;s Ender Quintet."
44,['Orson Scott Card'],Ender's Game,,Tor Science Fiction,1994-07-15,"From New York Times bestselling author Orson Scott Card, Ender's Game is the classic Hugo and Nebula award-winning science fiction novel of a young boy's recruitment into the midst of an interstellar war. In order to develop a secure defense against a hostile alien race's next attack, government agencies breed child geniuses and train them as soldiers. A brilliant young boy, Andrew ""Ender"" Wiggin lives with his kind but distant parents, his sadistic brother Peter, and the person he loves more than anyone else, his sister Valentine. Peter and Valentine were candidates for the soldier-training program but didn't make the cut—young Ender is the Wiggin drafted to the orbiting Battle School for rigorous military training. Ender's skills make him a leader in school and respected in the Battle Room, where children play at mock battles in zero gravity. Yet growing up in an artificial community of young soldiers Ender suffers greatly from isolation, rivalry from his peers, pressure from the adult teachers, and an unsettling fear of the alien invaders. His psychological battles include loneliness, fear that he is becoming like the cruel brother he remembers, and fanning the flames of devotion to his beloved sister. Is Ender the general Earth needs? But Ender is not the only result of the genetic experiments. The war with the Buggers has been raging for a hundred years, and the quest for the perfect general has been underway for almost as long. Ender's two older siblings are every bit as unusual as he is, but in very different ways. Between the three of them lie the abilities to remake a world. If, that is, the world survives. Orson Scott Card's Ender's Game is the winner of the 1985 Nebula Award for Best Novel and the 1986 Hugo Award for Best Novel. THE ENDER UNIVERSE Ender Quintet series Ender’s Game / Ender in Exile / Speaker for the Dead / Xenocide / Children of the Mind Ender’s Shadow series Ender’s Shadow / Shadow of the Hegemon / Shadow Puppets / Shadow of the Giant / Shadows in Flight Children of the Fleet The First Formic War (with Aaron Johnston) Earth Unaware / Earth Afire / Earth Awakens The Second Formic War (with Aaron Johnston) The Swarm /The Hive Ender novellas A War of Gifts /First Meetings",0812550706,9780812550702,352.0,BOOK,['Fiction'],4.0,3382.0,http://books.google.com/books/content?id=5tCSc9pZPBwC&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=5tCSc9pZPBwC&dq=isbn:9780812550702&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Between the three of them lie the abilities to remake a world. If, that is, the world survives. Orson Scott Card&#39;s Ender&#39;s Game is the winner of the 1985 Nebula Award for Best Novel and the 1986 Hugo Award for Best Novel."
45,"['Orson Scott Card', 'Jake Black']",The Authorized Ender Companion,,Tor Books,2011-12-06,"The Authorized Ender Companion is a complete and in-depth encyclopedia of all the persons, places, things, and events in Orson Scott Card’s Ender Universe. Written by Jake Black under the editorial supervision of Card himself, The Authorized Ender Companion will be an invaluable resource for readers of the series. If you ever wondered where Ender went after he left Earth, before he arrived at Lusitania, you’ll find the answer here. If you ever wanted to know how the battle room worked, you’ll find the answer here. If you forgot the names of the people who discovered the descolada, the answer is here. The history of Gloriously Bright’s world? Here. The Authorized Ender Companion contains all this and more. There are character biographies, time lines, colony histories, family trees, and numerous black and white illustrations.",0765320630,9780765320636,432.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=-I5szgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=-I5szgAACAAJ&dq=isbn:9780765320636&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Written by Jake Black under the editorial supervision of Card himself, The Authorized Ender Companion will be an invaluable resource for readers of the series."
46,['Riot Games'],League of Legends: Realms of Runeterra (Official Companion),,Voracious,2019-11-05,"Unlock the mysteries and magic within League of Legends, one of the world's most popular video games, in this encyclopedic and collectible companion book that explores the game's epic lore. Embark on a journey through the realms of Runeterra in this first-ever collectible companion book, published to celebrate the game's tenth anniversary. Spanning the farthest reaches of this universe and venturing into uncharted territory, this encyclopedic compendium connects players to the rich storytelling that inspires all the action. Inside, you'll find: An expedition through eleven regions, chronicling conflicts, entrenched rivalries, and covert alliances Hundreds of illustrations, including never-before-seen maps and artwork Insights into the heroes, flora, fauna, architecture, politics, and technologies from all corners of this world Original narratives that bring the cultures of Runeterra to life League of Legends is an online game played by millions of people around the world, offering endless engagement with an expanding roster of champions, frequent updates, and a thriving esports scene. This volume is an essential reference for fans everywhere.",0316497320,9780316497329,256.0,BOOK,['Games & Activities'],,,http://books.google.com/books/content?id=K55uyAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=K55uyAEACAAJ&dq=isbn:9780316497329&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,This volume is an essential reference for fans everywhere.
47,['Pam Brandon'],Cooking with Mickey and the Disney Chefs (WDW custom pub),,Disney Editions,2004-05-01,,078685331X,9780786853311,160.0,BOOK,['Juvenile Nonfiction'],,,,en,http://books.google.ca/books?id=-i2LkgEACAAJ&dq=isbn:9780786853311&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,
48,"['Gordon Ramsay', 'Roz Denny']",Chef for All Seasons,,Quadrille Publishing,2010,"This book shows how using the very best of seasonal ingredients and combining them sensitively in innovative combinations can create modern flavourful dishes. With this superlative mixture of fresh ingredients, culinary advice, innovative combinations and mouthwatering recipes Gordon proves that he is a chef for all seasons.",1844008762,9781844008766,224.0,BOOK,['Cooking'],4.5,4.0,http://books.google.com/books/content?id=AxUMRQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=AxUMRQAACAAJ&dq=isbn:9781844008766&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,This book shows how using the very best of seasonal ingredients and combining them sensitively in innovative combinations can create modern flavourful dishes.
49,['Pam Brandon'],Chef Mickey (Walt Disney Parks and Resorts merchandise custom pub),,Disney Editions,2010-11-03,"Recipes from Walt Disney World and Disneylan, new and old. Created exclusivly for Walt Disney Parks and Resorts merchandise.",142312782X,9781423127826,192.0,BOOK,['Cooking'],,,,en,http://books.google.ca/books?id=ssh8kQEACAAJ&dq=isbn:9781423127826&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Recipes from Walt Disney World and Disneylan, new and old. Created exclusivly for Walt Disney Parks and Resorts merchandise."
50,['Steven S. Skiena'],The Data Science Design Manual,,Springer,2017-07-30,"This engaging and clearly written textbook/reference provides a must-have introduction to the rapidly emerging interdisciplinary field of data science. It focuses on the principles fundamental to becoming a good data scientist and the key skills needed to build systems for collecting, analyzing, and interpreting data. The Data Science Design Manual is a source of practical insights that highlights what really matters in analyzing data, and provides an intuitive understanding of how these core concepts can be used. The book does not emphasize any particular programming language or suite of data-analysis tools, focusing instead on high-level discussion of important design principles. This easy-to-read text ideally serves the needs of undergraduate and early graduate students embarking on an “Introduction to Data Science” course. It reveals how this discipline sits at the intersection of statistics, computer science, and machine learning, with a distinct heft and character of its own. Practitioners in these and related fields will find this book perfect for self-study as well. Additional learning tools: Contains “War Stories,” offering perspectives on how data science applies in the real world Includes “Homework Problems,” providing a wide range of exercises and projects for self-study Provides a complete set of lecture slides and online video lectures at www.data-manual.com Provides “Take-Home Lessons,” emphasizing the big-picture concepts to learn from each chapter Recommends exciting “Kaggle Challenges” from the online platform Kaggle Highlights “False Starts,” revealing the subtle reasons why certain approaches fail Offers examples taken from the data science television show “The Quant Shop” (www.quant-shop.com)",3319554433,9783319554433,445.0,BOOK,['Computers'],,,http://books.google.com/books/content?id=YrRQAQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=YrRQAQAACAAJ&dq=isbn:9783319554433&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,Practitioners in these and related fields will find this book perfect for self-study as well.
51,['Liberty Vittert'],30-Second Data Science,"The 50 Key Principles and Innovations in the Field of Data-Gathering, Each Explained in Half a Minute",30 Second,2020-09-29,"30-Second Data Science is the quickest way to discover how data is a driving force not just in the big issues, such as climate change and healthcare, but in our daily lives. Data science is an entirely new discipline that encompasses a new era of information, from finding criminals to predicting epidemics. But there's more to it than the vast quantities of information gathered by our computers, smartphones, and credit cards. Carefully compiled by experts in the field, 30-Second Data Science covers the basic statistical principles that drive the algorithms, how data affects us in every way--science, society, business, pleasure--along with the ethical quandaries and its future promise of a better world. Each 30-Second entry details a different facet of data science in just 300 words and one picture, showing how the concept of bringing together different types of data, and using powerful computer programs to find patterns no human eye could spot, is already transforming our world. Exploring key ideas and featuring biographies of the people behind them, 30-Second Data Science explains clearly and concisely all you need to know about data science, from basics to ethics.",9780711259669,9780711259669,160.0,BOOK,['Computers'],,,http://books.google.com/books/content?id=6sz-DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=6sz-DwAAQBAJ&printsec=frontcover&dq=isbn:9780711259669&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"30-Second Data Science is the quickest way to discover how data is a driving force not just in the big issues, such as climate change and healthcare, but in our daily lives."
52,"['Peter Bruce', 'Andrew Bruce', 'Peter Gedeck']",Practical Statistics for Data Scientists,50+ Essential Concepts Using R and Python,O'Reilly Media,2020-06-09,"Statistical methods are a key part of data science, yet few data scientists have formal statistical training. Courses and books on basic statistics rarely cover the topic from a data science perspective. The second edition of this practical guide--now including examples in Python as well as R--explains how to apply various statistical methods to data science, tells you how to avoid their misuse, and gives you advice on what's important and what's not. Many data scientists use statistical methods but lack a deeper statistical perspective. If you're familiar with the R or Python programming languages, and have had some exposure to statistics but want to learn more, this quick reference bridges the gap in an accessible, readable format. With this updated edition, you'll dive into: Exploratory data analysis Data and sampling distributions Statistical experiments and significance testing Regression and prediction Classification Statistical machine learning Unsupervised learning",149207294X,9781492072942,350.0,BOOK,['Computers'],,,http://books.google.com/books/content?id=xdEMywEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=xdEMywEACAAJ&dq=isbn:9781492072942&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"With this updated edition, you&#39;ll dive into: Exploratory data analysis Data and sampling distributions Statistical experiments and significance testing Regression and prediction Classification Statistical machine learning Unsupervised ..."
53,['Terry Brooks'],The Wishsong of Shannara,,Del Rey,2015,"Horror stalks the Four Lands. The Ildatch, immemorial book of evil spells, has stirred to eldritch life, sending its foul Mord wraiths to accomplish at last mankind's destruction. Only Jair and Brin can attempt to halt the resulting evil",9781101965610,9781101965610,576.0,BOOK,['Elves'],3.5,18.0,http://books.google.com/books/content?id=poHaCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=poHaCwAAQBAJ&printsec=frontcover&dq=isbn:9781101965610&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Horror stalks the Four Lands. The Ildatch, immemorial book of evil spells, has stirred to eldritch life, sending its foul Mord wraiths to accomplish at last mankind&#39;s destruction. Only Jair and Brin can attempt to halt the resulting evil"
54,['Brian Catling'],The Vorrh,A Novel,Vintage,2015,"In a novel that combines history and fantasy, the author explores the Vorrh, a vast forest at the edge of Essenwald, a colonial city in a parallel Africa. Original.",9781101873786,9781101873786,500.0,BOOK,['Fiction'],3.5,9.0,http://books.google.com/books/content?id=O1uNDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=O1uNDQAAQBAJ&printsec=frontcover&dq=isbn:9781101873786&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"In a novel that combines history and fantasy, the author explores the Vorrh, a vast forest at the edge of Essenwald, a colonial city in a parallel Africa. Original."
55,['Neal Stephenson'],Snow Crash,,Bantam Press,2003,"In twenty-first-century America, a teenaged computer hacker finds himself fighting a computer virus that battles virtual reality technology and a deadly drug that turns humans into zombies.",0553380958,9780553380958,470.0,BOOK,['Fiction'],4.0,320.0,http://books.google.com/books/content?id=mqpvVydYo-8C&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=mqpvVydYo-8C&dq=isbn:9780553380958&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"In twenty-first-century America, a teenaged computer hacker finds himself fighting a computer virus that battles virtual reality technology and a deadly drug that turns humans into zombies."
56,['Jeff VanderMeer'],Dead Astronauts,,,2019-12-03,"New York Times bestselling novelist Jeff VanderMeer's latest--an exhilarating short novel set in the ruins of a future city amidst a world of biotech gone wrong and the nonhuman. A messianic blue fox who slips through warrens of time and space on a mysterious mission. A homeless woman haunted by a demon who finds the key to all things in a strange journal. A giant leviathan of a fish, centuries old, who hides a secret, remembering a past that may not be its own. Three ragtag rebels waging an endless war for the fate of the world against an all-powerful corporation. A raving madman who wanders the desert lost in the past, haunted by his own creation: an invisible monster whose name he has forgotten and whose purpose remains hidden. Jeff VanderMeer's Dead Astronauts presents a City with no name of its own where, in the shadow of the all-powerful Company, lives--both human and otherwise--converge in terrifying and miraculous ways. At stake: the fate of the future, the fate of Earth--all the Earths.",077104920X,9780771049200,256.0,BOOK,,3.5,8.0,http://books.google.com/books/content?id=Gb0IxwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=Gb0IxwEACAAJ&dq=isbn:9780771049200&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Jeff Vandermeer&#39;s Dead Astronauts presents a City with no name of its own where, in the shadow of the all-powerful Company, lives human and otherwise converge in terrifying and miraculous ways."
57,['Jeff VanderMeer'],Borne,A Novel,Harper Perennial,2018-02-27,"**A National Post Best Book of the Year** In a ruined, nameless city of the future, Rachel, who makes her living as a scavenger, finds a creature she names Borne entangled in the fur of Mord, a gigantic, despotic bear. Mord once prowled the corridors of the biotech organization known as the Company, which lies at the outskirts of the city, until he was experimented on, grew large, learned to fly and broke free. Driven insane by his torture at the Company, Mord terrorizes the city even as he provides sustenance for scavengers like Rachel. At first, Borne looks like nothing at all—just a green lump that might be a Company discard. The Company, although severely damaged, is rumoured to still be making creatures and sending them to distant places that have not yet suffered Collapse. Borne somehow reminds Rachel of the island nation of her birth, now long lost to rising seas. When she takes Borne to her subterranean sanctuary, the Balcony Cliffs, she convinces her lover, Wick, a former employee of the Company, not to render Borne down to raw genetic material for the drugs he sells. Wick is a special kind of supplier; the drug dealers in the city sell tiny creatures that can be swallowed or stuck in the ear to release powerful memories of other people’s happier times, or to pull forgotten memories from the user’s own mind, or to just produce beautiful visions that provide escape from the barren, craterous landscapes of the city. Searching Wick’s apartment one day, Rachel finds a burnt, unreadable journal titled Mord that cryptically references the Magician, a rival drug dealer, and the Company building. What is Wick hiding? Why won’t he tell her about what happened when he worked for the Company?",1443449148,9781443449144,368.0,BOOK,['Fiction'],4.0,35.0,http://books.google.com/books/content?id=wdVvswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=wdVvswEACAAJ&dq=isbn:9781443449144&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Driven insane by his torture at the Company, Mord terrorizes the city even as he provides sustenance for scavengers like Rachel. At first, Borne looks like nothing at all—just a green lump that might be a Company discard."
58,['Sylvain Neuvel'],Waking Gods,Book Two of the Themis Files,Themis Files,2018-03-13,"In the gripping sequel to Sleeping Giants, Sylvain Neuvel's innovative series about human-alien contact takes another giant step forward. ""Sleeping Giants may have debuted his thrilling saga, but Waking Gods proves that Neuvel's scope is more daring than readers could have imagined.""--Paste As a child, Rose Franklin made an astonishing discovery: a giant metallic hand, buried deep within the earth. As an adult, she's dedicated her brilliant scientific career to solving the mystery that began that fateful day: Why was a titanic robot of unknown origin buried in pieces around the world? Years of investigation have produced intriguing answers--and even more perplexing questions. But the truth is closer than ever before when a second robot, more massive than the first, materializes and lashes out with deadly force. Now humankind faces a nightmare invasion scenario made real, as more colossal machines touch down across the globe. But Rose and her team at the Earth Defense Corps refuse to surrender. They can turn the tide if they can unlock the last secrets of an advanced alien technology. The greatest weapon humanity wields is knowledge in a do-or-die battle to inherit the Earth . . . and maybe even the stars. Praise for Waking Gods ""Kick-ass, one-on-one robot action combines with mind-bending scientific and philosophical speculation. Series science-fiction fans will enjoy this follow-up filled with unexpected revelations and a surprise finale.""--Booklist ""Pure, unadulterated literary escapism featuring giant killer robots and the looming end of mankind. In a word: unputdownable.""--Kirkus Reviews (starred review) ""Sheer escapist fun.""--Shelf Awareness Praise for Sleeping Giants ""Reminiscent of The Martian and World War Z, Sleeping Giants is a luminous conspiracy yarn that shoots for (and lands among) the stars.""--Pierce Brown, #1 New York Times bestselling author of the Red Rising trilogy ""As high-concept as it is, Sleeping Giants is a thriller through and through. . . . One of the most promising series kickoffs in recent memory.""--NPR",1101886749,9781101886748,352.0,BOOK,['Fiction'],4.0,41.0,http://books.google.com/books/content?id=ZsNbtAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=ZsNbtAEACAAJ&dq=isbn:9781101886748&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"&quot;Originally published in hardcover in the United States by Del Rey, an imprint of Random House, a division of Penguin Random House LLC, in 2017&quot; -- Title page verso."
59,['Jeff VanderMeer'],Area X,The Southern Reach Trilogy: Annihilation; Authority; Acceptance,HarperCollins Publishers,2015-09-15,"Annihilation is the first volume in Jeff VanderMeer’s Southern Reach trilogy, Authority is the second, and Acceptance is the third. Area X—a remote and lush terrain—has been cut off from the rest of the continent for decades. Nature has reclaimed the last vestiges of human civilization. The first expedition returned with reports of a pristine, Edenic landscape; all the members of the second expedition committed suicide; the third expedition died in a hail of gunfire as its members turned on one another; the members of the eleventh expedition returned as shadows of their former selves, and within months of their return, all had died of aggressive cancer. This is the twelfth expedition. Their group is made up of four women: an anthropologist; a surveyor; a psychologist, the de facto leader; and our narrator, a biologist. Their mission is to map the terrain and collect specimens; to record all their observations, scientific and otherwise, of their surroundings and of one another; and, above all, to avoid being contaminated by Area X itself. They arrive expecting the unexpected, and Area X delivers—they discover a massive topographic anomaly and life forms that surpass understanding—but it’s the surprises that came across the border with them, and the secrets the expedition members are keeping from one another, that change everything. After the disastrous twelfth expedition chronicled in Annihilation, the Southern Reach—the secret agency that monitors these expeditions—is in disarray. In Authority, John Rodriguez, aka “Control,” is the team’s newly appointed head. From a series of interrogations, a cache of hidden notes and hours of profoundly troubling video footage, the secrets of Area X begin to reveal themselves—and what they expose pushes Control to confront disturbing truths about both himself and the agency he’s promised to serve. And the consequences will spread much further than that. It is winter in Area X in Acceptance. A new team embarks across the border on a mission to find a member of a previous expedition who may have been left behind. As they press deeper into the unknown—navigating new terrain and new challenges—the threat to the outside world becomes more daunting. The mysteries of Area X may have been solved, but their consequences and implications are no less profound—or terrifying.",1443428450,9781443428453,608.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=vtpNrgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=vtpNrgEACAAJ&dq=isbn:9781443428453&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"This is the twelfth expedition. Their group is made up of four women: an anthropologist; a surveyor; a psychologist, the de facto leader; and our narrator, a biologist."
60,['V. E. Schwab'],A Gathering of Shadows,A Novel,Macmillan,2016-02-23,"Four months have passed since the shadow stone fell into Kell's possession. Four months since his path crossed with Delilah Bard. Four months since Rhy was wounded and the Dane twins fell, and the stone was cast with Holland's dying body through the rift, and into Black London. In many ways, things have almost returned to normal, though Rhy is more sober, and Kell is now plagued by his guilt. Restless, and having given up smuggling, Kell is visited by dreams of ominous magical events, waking only to think of Lila, who disappeared from the docks like she always meant to do. As Red London finalizes preparations for the Element Games-an extravagent international competition of magic, meant to entertain and keep healthy the ties between neighboring countries-a certain pirate ship draws closer, carrying old friends back into port. But while Red London is caught up in the pageantry and thrills of the Games, another London is coming back to life, and those who were thought to be forever gone have returned. After all, a shadow that was gone in the night reappears in the morning, and so it seems Black London has risen again-and so to keep magic's balance, another London must fall.",9780765376473,9780765376473,512.0,BOOK,['FICTION'],4.0,2657.0,http://books.google.com/books/content?id=FOlYCwAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=FOlYCwAAQBAJ&dq=isbn:9780765376473&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Experiencing ominous dreams, Kell watches Red London excitedly preparing for the Element Games international magic competition only to realize that the threat of Black London is returning."
61,['V. E. Schwab'],A Conjuring of Light,A Novel,Tor Books,2017-02-21,"Traces the rise and fall of kingdoms throughout the Maresh Empire, where a fraught balance of magic endangers both heroes and foes.",9780765387462,9780765387462,624.0,BOOK,['Fiction'],4.0,33.0,http://books.google.com/books/content?id=JigrDgAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=JigrDgAAQBAJ&dq=isbn:9780765387462&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Traces the rise and fall of kingdoms throughout the Maresh Empire, where a fraught balance of magic endangers both heroes and foes."
62,['Rainbow Rowell'],Carry On,,Wednesday Books,2017-05-09,"Rainbow Rowell continues to break boundaries with Carry On, an epic fantasy following the triumphs and heartaches of Simon and Baz from her beloved bestseller Fangirl.",9781250135025,9781250135025,528.0,BOOK,['Young Adult Fiction'],4.0,576.0,http://books.google.com/books/content?id=U8rLDgAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=U8rLDgAAQBAJ&dq=isbn:9781250135025&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Rainbow Rowell continues to break boundaries with Carry On, an epic fantasy following the triumphs and heartaches of Simon and Baz from her beloved bestseller Fangirl."
63,['Victoria Schwab'],Vicious,,,2018,,1250300487,9781250300485,397.0,BOOK,['Ambition'],,,,en,http://books.google.ca/books?id=MzAbxQEACAAJ&dq=isbn:9781250300485&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Victor and Eli started out as college roommates-- brilliant, arrogant, lonely boys who recognized the same sharpness and ambition in each other."
